Borough,CONDOMINIUMS COMPARABLE PROPERTIES Boro-Block-Lot,CONDOMINIUMS COMPARABLE PROPERTIES Condo Section,CONDOMINIUMS COMPARABLE PROPERTIES Address,CONDOMINIUMS COMPARABLE PROPERTIES Neighborhood,CONDOMINIUMS COMPARABLE PROPERTIES Building Classification,CONDOMINIUMS COMPARABLE PROPERTIES Total Units,CONDOMINIUMS COMPARABLE PROPERTIES Year Built,CONDOMINIUMS COMPARABLE PROPERTIES Gross SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Gross Income,CONDOMINIUMS COMPARABLE PROPERTIES Gross Income per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Estimated Expense,CONDOMINIUMS COMPARABLE PROPERTIES Expense per SqFt,CONDOMINIUMS COMPARABLE PROPERTIES Net Operating Income,CONDOMINIUMS COMPARABLE PROPERTIES Full Market Value,CONDOMINIUMS COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Condo in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Condo in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Condo in miles
Manhattan,1-01881-7501,0188-R1,504 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,148,1920,107102,2711823,25.32,645825,6.03,2065998,14994009,140,1-01882-0020,515 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),D3-ELEVATOR,95,1909,83471,2113813,25.32,503306,6.03,1610507,11688000,140.02,0.06,1-01882-0028,1020 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D7-ELEVATOR,69,1910,88930,1784918,20.07,449536,5.05,1335382,9270000,104.24,0.06,1-01878-0021,209 WEST 106 STREET,UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,"106,149","2,051,860",19.33,"963,833",9.08,"1,088,027","7,802,000",73.50,0.14
Manhattan,1-01881-7502,0291-R1,520 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,36,1911,59769,1848000,30.92,571390,9.56,1276610,9538001,159.58,1-01881-0035,1012 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D7-ELEVATOR,30,1925,31644,1135949,35.9,354329,11.2,781620,5768000,182.28,0,1-01879-0037,204 WEST 108 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,48,1915,42186,1093822,25.93,333826,7.91,759996,5504000,130.47,0.09,, , , , , , , , , , , , , , 
Manhattan,1-01881-7503,1410-R1,514 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,49,1900,55578,1718472,30.92,531326,9.56,1187146,8869003,159.58,1-01881-0035,1012 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D7-ELEVATOR,30,1925,31644,1135949,35.9,354329,11.2,781620,5768000,182.28,0,1-01879-0037,204 WEST 108 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,48,1915,42186,1093822,25.93,333826,7.91,759996,5504000,130.47,0.09,, , , , , , , , , , , , , , 
Manhattan,1-01882-7501,0312-R1,527 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,56,1920,70493,2180000,30.93,675000,9.58,1505000,11244005,159.51,1-01881-0035,1012 AMSTERDAM AVENUE,UPPER WEST SIDE (96-116),D7-ELEVATOR,30,1925,31644,1135949,35.9,354329,11.2,781620,5768000,182.28,0.06,1-01879-0037,204 WEST 108 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,48,1915,42186,1093822,25.93,333826,7.91,759996,5504000,130.47,0.15,, , , , , , , , , , , , , , 
Manhattan,1-01882-7502,1588-R1,545 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,55,2005,79805,2622392,32.86,923344,11.57,1699048,12633998,158.31,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,1.59,1-01517-0025,155 EAST 88 STREET,UPPER EAST SIDE (79-96),D3-ELEVATOR,50,1976,29000,952855,32.86,303416,10.46,649439,4697000,161.97,1.71,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,"54,779","1,535,924",28.04,"675,153",12.33,"860,771","3,795,000",69.28,0.52
Manhattan,1-01883-7501,0532-R1,2860 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,135,1930,147648,3778312,25.59,1529633,10.36,2248679,16379000,110.93,1-01869-0044,2586 BROADWAY,UPPER WEST SIDE (96-116),D6-ELEVATOR,138,1911,170928,4907343,28.71,1914394,11.2,2992949,22478000,131.51,0.71,1-01872-0043,2644 BROADWAY,UPPER WEST SIDE (96-116),D6-ELEVATOR,176,1926,259607,5835965,22.48,2624627,10.11,3211338,23476000,90.43,0.56,, , , , , , , , , , , , , , 
Manhattan,1-01883-7502,0718-R1,516 WEST 112 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,71,1990,46573,1418148,30.45,556547,11.95,861601,6443002,138.34,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.49,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,1.54,, , , , , , , , , , , , , , 
Manhattan,1-01887-7501,1703-R1,306 WEST 97 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,61,1920,90386,1500000,16.6,680000,7.52,820000,5389975,59.63,1-01882-0042,518 WEST 111 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,32,1925,43002,667569,15.52,327188,7.61,340381,2002000,46.56,0.72,1-01883-0014,529 WEST 111 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,37,1920,43540,763692,17.54,381846,8.77,381846,2755000,63.28,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01888-7501,0315-R1,318 WEST 100 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,33,1910,39500,815000,20.63,316000,8,499000,3666998,92.84,1-01879-0049,226 WEST 108 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,25,1925,21700,398007,18.34,144864,6.68,253143,1821000,83.92,0.43,1-01888-0015,781 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,82,1927,91615,1972242,21.53,750492,8.19,1221750,8958000,97.78,0.05,, , , , , , , , , , , , , , 
Manhattan,1-01888-7502,1981-R1,314 WEST 100 STREET,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,33,1940,45120,1346832,29.85,558134,12.37,788698,5910000,130.98,1-01519-0040,172 EAST 91 STREET,UPPER EAST SIDE (79-96),D7-ELEVATOR,44,1900,35200,1114403,31.66,398373,11.32,716030,5342000,151.76,1.51,1-01467-0018,425 EAST 72 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,49,1938,57375,1195707,20.84,223277,3.89,972430,6570000,114.51,2.28,, , , , , , , , , , , , , , 
Manhattan,1-01888-7503,1773-R1,817 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,76,1920,116255,1825204,15.7,685905,5.9,1139299,7794000,67.04,1-01871-0001,808 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,132,1920,107120,2282727,21.31,1049776,9.8,1232951,9045000,84.44,0.09,1-01887-0040,250 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D3-ELEVATOR,72,1918,107019,1535723,14.35,829397,7.75,706326,4891000,45.7,0.1,1-01889-0040,290 RIVERSIDE DRIVE,UPPER WEST SIDE (96-116),D3-ELEVATOR,63,1924,"106,763","1,676,627",15.70,"629,623",5.90,"1,047,004","7,163,000",67.09,0.10
Manhattan,1-01889-7501,0872-R1,825 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,106,1928,195971,4528890,23.11,1567768,8,2961122,21616001,110.3,1-01891-0026,915 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,94,1923,118591,2756615,23.24,884289,7.46,1872326,13664000,115.22,0.2,1-01868-0061,752 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,210,1931,198248,4555542,22.98,1691988,8.53,2863554,20570000,103.76,0.22,, , , , , , , , , , , , , , 
Manhattan,1-01891-7502,2054-R1,905 WEST END AVENUE,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,53,1920,132377,2440000,18.43,1125000,8.5,1315000,9461004,71.47,1-01868-0061,752 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,210,1931,198248,4555542,22.98,1691988,8.53,2863554,20570000,103.76,0.41,1-01891-0026,915 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,94,1923,118591,2756615,23.24,884289,7.46,1872326,13664000,115.22,0,1-01876-0061,908 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,90,1925,"120,542","2,742,209",22.75,"754,061",6.26,"1,988,148","14,525,000",120.50,0.08
Manhattan,1-01893-7501,0831-R1,301 WEST 108 STREET,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,137,1920,165106,4527207,27.42,1662617,10.07,2864590,20774000,125.82,1-01887-0003,323 WEST 96 STREET,UPPER WEST SIDE (96-116),D1-ELEVATOR,172,2001,210000,6693604,31.87,1969647,9.38,4723957,35224000,167.73,0.61,1-01868-0061,752 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,210,1931,198248,4555542,22.98,1691988,8.53,2863554,20570000,103.76,0.61,, , , , , , , , , , , , , , 
Manhattan,1-01893-7502,1917-R1,610 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,67,1922,103749,1956706,18.86,660881,6.37,1295825,9310000,89.74,1-01892-0016,949 WEST END AVENUE,UPPER WEST SIDE (96-116),D3-ELEVATOR,60,1916,83805,1665271,19.87,582470,6.95,1082801,4763000,56.83,0.15,1-01878-0021,209 WEST 106 STREET,UPPER WEST SIDE (96-116),D9-ELEVATOR,77,1925,106149,2051860,19.33,963833,9.08,1088027,7802000,73.5,0.21,1-01878-0025,203 WEST 106 STREET,UPPER WEST SIDE (96-116),D3-ELEVATOR,76,1926,"108,052","1,966,546",18.20,"943,294",8.73,"1,023,252","7,365,000",68.16,0.21
Manhattan,1-01894-7501,0497-R1,2849 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,151,1926,192853,4776969,24.77,1847532,9.58,2929437,21288000,110.38,1-01878-0012,2760 BROADWAY,UPPER WEST SIDE (96-116),D6-ELEVATOR,180,1928,249756,5374799,21.52,2141510,8.57,3233289,23706000,94.92,0.25,1-01962-0019,88 MORNINGSIDE DRIVE,MORNINGSIDE HEIGHTS,D9-ELEVATOR,288,1925,189905,4703515,24.77,1819882,9.58,2883633,20955000,110.34,0.48,1-01895-0023,2891 BROADWAY,UPPER WEST SIDE (96-116),D7-ELEVATOR,255,1911,"88,332","2,692,154",30.48,"1,139,010",12.89,"1,553,144","11,614,000",131.48,0.10
Manhattan,1-01896-7501,0202-R1,2931 BROADWAY,UPPER WEST SIDE (96-116),R9-CONDOMINIUM,46,1911,63300,1669221,26.37,660219,10.43,1009002,7300000,115.32,1-01895-0023,2891 BROADWAY,UPPER WEST SIDE (96-116),D7-ELEVATOR,255,1911,88332,2692154,30.48,1139010,12.89,1553144,11614000,131.48,0.1,1-01990-0040,468 RIVERSIDE DRIVE,MORNINGSIDE HEIGHTS,D3-ELEVATOR,39,1910,67518,1503076,22.26,537283,7.96,965793,7064000,104.62,0.16,, , , , , , , , , , , , , , 
Manhattan,1-01901-7501,1478-R1,106 WEST 117 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,28,2004,52916,1254638,23.71,563555,10.65,691083,5038000,95.21,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.3,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.6,, , , , , , , , , , , , , , 
Manhattan,1-01901-7501,1478-R2,101 WEST 117 STREET,HARLEM-CENTRAL,R9-CONDOMINIUM,23,2004,37719,894317,23.71,401707,10.65,492610,3591000,95.2,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.3,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.58,, , , , , , , , , , , , , , 
Manhattan,1-01903-7501,1495-R1,100 WEST 119 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,25,1910,44329,844467,19.05,391868,8.84,452599,3248002,73.27,1-01825-0063,1917 ADAM C POWELL BOULEV,HARLEM-CENTRAL,D7-ELEVATOR,39,1921,37657,721225,19.15,310591,8.25,410634,2946000,78.23,0.16,1-01825-0059,164 WEST 116 STREET,HARLEM-CENTRAL,D1-ELEVATOR,89,1983,76300,1444928,18.94,718573,9.42,726355,4590000,60.16,0.16,, , , , , , , , , , , , , , 
Manhattan,1-01908-7502,1699-R1,138 WEST 124 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,21,1906,46991,1114157,23.71,500454,10.65,613703,4474000,95.21,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.42,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.53,, , , , , , , , , , , , , , 
Manhattan,1-01908-7504,2149-R1,117 WEST 123 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,26,2008,28300,849000,30,250000,8.83,599000,4484000,158.45,1-01624-0045,1501 LEXINGTON AVENUE,HARLEM-EAST,D6-ELEVATOR,161,2001,133370,5334285,40,1688835,12.66,3645450,27552000,206.58,1.49,1-01724-0053,40 WEST 127 STREET,HARLEM-CENTRAL,D1-ELEVATOR,24,1910,22164,559288,25.23,195774,8.83,363514,2175000,98.13,0.24,, , , , , , , , , , , , , , 
Manhattan,1-01914-7502,1690-R1,381 LENOX AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,19,2007,29315,695059,23.71,312205,10.65,382854,2790997,95.21,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.67,, , , , , , , , , , , , , , 
Manhattan,1-01914-7503,2069-R1,2185 ADAM C POWELL BOULEV,HARLEM-CENTRAL,RR-CONDOMINIUM,48,2007,54628,1531769,28.04,673563,12.33,858206,6178000,113.09,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,0.57,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.63,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,"54,779","1,535,924",28.04,"675,153",12.33,"860,771","3,795,000",69.28,0.67
Manhattan,1-01917-7501,1926-R1,2257 ADAM C POWELL BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,11,2007,8195,229788,28.04,101044,12.33,128744,926999,113.12,1-02026-0033,202 WEST 141 STREET,HARLEM-CENTRAL,D1-ELEVATOR,69,1992,28351,1350493,47.63,535786,18.9,814707,3765000,132.8,0.43,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.81,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,"28,734","556,558",19.37,"257,364",8.96,"299,194","1,210,000",42.11,0.73
Manhattan,1-01918-7501,2088-R1,161 WEST 133 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,12,1910,11436,318721,27.87,130942,11.45,187779,1345001,117.61,1-01920-0018,123 WEST 135 STREET,HARLEM-CENTRAL,C7-WALK-UP,24,1910,16446,482807,29.36,210856,12.82,271951,2040000,124.04,0.1,1-01918-0036,477 LENOX AVENUE,HARLEM-CENTRAL,C7-WALK-UP,15,1926,11790,310848,26.37,118827,10.08,192021,1389000,117.81,0,, , , , , , , , , , , , , , 
Manhattan,1-01922-7501,1733-R1,227 WEST 116 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,16,1910,15210,360629,23.71,161987,10.65,198642,1253995,82.45,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.13,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01923-7501,1894-R1,257 WEST 117 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,47,1892,87400,2072254,23.71,930810,10.65,1141444,8320999,95.21,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.1,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01924-7501,1348-R1,163 ST NICHOLAS AVENUE,HARLEM-CENTRAL,R4-CONDOMINIUM,64,2003,63252,1499705,23.71,673634,10.65,826071,6021997,95.21,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.1,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01924-7502,1488-R1,2216 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,74,2003,59844,1418901,23.71,637339,10.65,781562,5696999,95.2,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.12,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01924-7502,1488-R2,276 WEST 119 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,22,2004,19500,462345,23.71,207675,10.65,254670,1856000,95.18,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.1,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.77,, , , , , , , , , , , , , , 
Manhattan,1-01928-7503,1831-R1,252 WEST 123 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,6,1910,7739,197190,25.48,67948,8.78,129242,881001,113.84,1-01928-0036,2058 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,19,1910,14825,295166,19.91,132832,8.96,162334,1161000,78.31,0,1-01927-0022,217 WEST 121 STREET,HARLEM-CENTRAL,C4-WALK-UP,15,1910,9240,360821,39.05,65539,7.09,295282,2175000,235.39,0.05,1-01929-0003,2294 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,16,1910,"12,833","326,993",25.48,"112,731",8.78,"214,262","1,553,000",121.02,0.05
Manhattan,1-01928-7503,1831-R2,256 WEST 123 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,6,1910,6601,168193,25.48,57957,8.78,110236,749101,113.48,1-01928-0036,2058 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,19,1910,14825,295166,19.91,132832,8.96,162334,1161000,78.31,0,1-01927-0022,217 WEST 121 STREET,HARLEM-CENTRAL,C4-WALK-UP,15,1910,9240,360821,39.05,65539,7.09,295282,2175000,235.39,0.05,1-01929-0003,2294 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,16,1910,"12,833","326,993",25.48,"112,731",8.78,"214,262","1,553,000",121.02,0.05
Manhattan,1-01928-7506,2159-R1,2280 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,89,2008,109191,3275730,30,912837,8.36,2362893,17688028,161.99,1-01624-0045,1501 LEXINGTON AVENUE,HARLEM-EAST,D6-ELEVATOR,161,2001,133370,5334285,40,1688835,12.66,3645450,27552000,206.58,1.53,1-01724-0053,40 WEST 127 STREET,HARLEM-CENTRAL,D1-ELEVATOR,24,1910,22164,559288,25.23,195774,8.83,363514,2175000,98.13,0.41,, , , , , , , , , , , , , , 
Manhattan,1-01929-7501,1233-R1,2292 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,10,1900,14160,335734,23.71,150804,10.65,184930,1346999,95.13,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.32,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.7,, , , , , , , , , , , , , , 
Manhattan,1-01929-7504,2225-R1,2300 FREDERICK DOUGLASS B,HARLEM-CENTRAL,R4-CONDOMINIUM,44,2008,55379,1160190,20.95,349995,6.32,810195,5818358,105.06,1-01735-0059,48 WEST 138 STREET,HARLEM-CENTRAL,D1-ELEVATOR,88,1940,41382,985877,23.82,316214,7.64,669663,4877000,117.85,0.79,1-01600-0026,19 WEST 116 STREET,HARLEM-CENTRAL,D1-ELEVATOR,38,2008,46774,845710,18.08,234501,5.01,611209,4400000,94.07,0.5,, , , , , , , , , , , , , , 
Manhattan,1-01930-7501,1712-R1,267 WEST 124 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,11,1910,25230,598203,23.71,268700,10.65,329503,2402001,95.2,1-01944-0036,2177 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,D9-ELEVATOR,80,1989,54779,1535924,28.04,675153,12.33,860771,3795000,69.28,0.37,1-01771-0056,2010 LEXINGTON AVENUE,HARLEM-CENTRAL,D9-ELEVATOR,35,1920,28734,556558,19.37,257364,8.96,299194,1210000,42.11,0.71,, , , , , , , , , , , , , , 
Manhattan,1-01941-7501,2133-R1,239 WEST 135 STREET,HARLEM-CENTRAL,R4-CONDOMINIUM,12,2008,9741,185469,19.04,62927,6.46,122542,2039000,209.32,1-01467-0018,425 EAST 72 STREET,UPPER EAST SIDE (59-79),D9-ELEVATOR,49,1938,57375,1195707,20.84,223277,3.89,972430,6570000,114.51,3.39,1-01767-0052,154 EAST 119 STREET,HARLEM-CENTRAL,D9-ELEVATOR,48,1915,46518,801963,17.24,441238,9.49,360725,1738000,37.36,1.16,, , , , , , , , , , , , , , 
Manhattan,1-01942-7501,0887-R1,273 WEST 136 STREET,HARLEM-CENTRAL,R2-CONDOMINIUM,32,1994,35082,679889,19.38,311177,8.87,368712,2643996,75.37,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.05,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,12870,249457,19.38,114200,8.87,135257,970000,75.37,0.05,1-01941-0030,2302 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,11,1910,"9,145","196,526",21.49,"90,444",9.89,"106,082","771,000",84.31,0.05
Manhattan,1-01942-7502,1284-R1,2322 ADAM C POWELL BOULEV,HARLEM-CENTRAL,R4-CONDOMINIUM,36,1933,38386,743921,19.38,340484,8.87,403437,2893001,75.37,1-01941-0001,2536 FRED DOUGLASS BOULEV,HARLEM-CENTRAL,C7-WALK-UP,22,1910,30922,499708,16.16,210377,6.8,289331,1971000,63.74,0.05,1-01941-0033,2308 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,18,1910,12870,249457,19.38,114200,8.87,135257,970000,75.37,0.05,1-01941-0030,2302 ADAM C POWELL BOULEV,HARLEM-CENTRAL,C7-WALK-UP,11,1910,"9,145","196,526",21.49,"90,444",9.89,"106,082","771,000",84.31,0.05
