Borough,COOPERATIVES COMPARABLE PROPERTIES Boro-Block-Lot,COOPERATIVES COMPARABLE PROPERTIES Address,COOPERATIVES COMPARABLE PROPERTIES Neighborhood,COOPERATIVES COMPARABLE PROPERTIES Building Classification,COOPERATIVES COMPARABLE PROPERTIES Total Units,COOPERATIVES COMPARABLE PROPERTIES Year Built,COOPERATIVES COMPARABLE PROPERTIES Gross SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Gross Income,COOPERATIVES COMPARABLE PROPERTIES Gross Income per SqFt,COOPERATIVES COMPARABLE PROPERTIES Estimated Expense,COOPERATIVES COMPARABLE PROPERTIES Expense per SqFt,COOPERATIVES COMPARABLE PROPERTIES Net Operating Income,COOPERATIVES COMPARABLE PROPERTIES Full Market Value,COOPERATIVES COMPARABLE PROPERTIES Market Value per SqFt,COMPARABLE RENTAL 1 Boro-Block-Lot,COMPARABLE RENTAL 1 Address,COMPARABLE RENTAL 1 Neighborhood,COMPARABLE RENTAL 1 Building Classification,COMPARABLE RENTAL 1 Total Units,COMPARABLE RENTAL 1 Year Built,COMPARABLE RENTAL 1 Gross SqFt,COMPARABLE RENTAL 1 Estimated Gross Income,COMPARABLE RENTAL 1 Gross Income per SqFt,COMPARABLE RENTAL 1 Estimated Expense,COMPARABLE RENTAL 1 Expense per SqFt,COMPARABLE RENTAL 1 Net Operating Income,COMPARABLE RENTAL 1 Full Market Value,COMPARABLE RENTAL 1 Market Value per SqFt,COMPARABLE RENTAL 1 Distance from Coop in miles,COMPARABLE RENTAL 2 Boro-Block-Lot,COMPARABLE RENTAL 2 Address,COMPARABLE RENTAL 2 Neighborhood,COMPARABLE RENTAL 2 Building Classification,COMPARABLE RENTAL 2 Total Units,COMPARABLE RENTAL 2 Year Built,COMPARABLE RENTAL 2 Gross SqFt,COMPARABLE RENTAL 2 Estimated Gross Income,COMPARABLE RENTAL 2 Gross Income per SqFt,COMPARABLE RENTAL 2 Estimated Expense,COMPARABLE RENTAL 2 Expense per SqFt,COMPARABLE RENTAL 2 Net Operating Income,COMPARABLE RENTAL 2 Full Market Value,COMPARABLE RENTAL 2 Market Value per SqFt,COMPARABLE RENTAL 2 Distance from Coop in miles,COMPARABLE RENTAL 3 Boro-Block-Lot,COMPARABLE RENTAL 3 Address,COMPARABLE RENTAL 3 Neighborhood,COMPARABLE RENTAL 3 Building Classification,COMPARABLE RENTAL 3 Total Units,COMPARABLE RENTAL 3 Year Built,COMPARABLE RENTAL 3 Gross SqFt,COMPARABLE RENTAL 3 Estimated Gross Income,COMPARABLE RENTAL 3 Gross Income per SqFt,COMPARABLE RENTAL 3 Estimated Expense,COMPARABLE RENTAL 3 Expense per SqFt,COMPARABLE RENTAL 3 Net Operating Income,COMPARABLE RENTAL 3 Full Market Value,COMPARABLE RENTAL 3 Market Value per SqFt,COMPARABLE RENTAL 3 Distance from Coop in miles
Manhattan,1-01166-0007,"245 74 STREET
New York, NY
(40.63253462976183, -74.02897129775349)",UPPER WEST SIDE (59-79),D4-ELEVATOR,59,1924,75312,2011584,26.71,772701,10.26,1238883,8957000,118.93,1-01167-0059,"252 76 STREET
New York, NY
(40.631034123530256, -74.02934851165695)",UPPER WEST SIDE (59-79),D9-ELEVATOR,61,1903,50600,1150728,22.74,345967,6.84,804761,5880000,116.21,0.05,1-01143-0015,"145 71 STREET
New York, NY
(40.63527968342377, -74.03110146854722)",UPPER WEST SIDE (59-79),D3-ELEVATOR,68,1923,75144,2007220,26.71,771071,10.26,1236149,8937000,118.93,0.26,1-01210-0012,147 WEST 79 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,"76,193","2,491,263",32.7,"820,130",10.76,"1,671,133","12,431,000",163.15,0.33
Manhattan,1-01166-0058,"250 75 STREET
New York, NY
(40.63174872107775, -74.0291187163257)",UPPER WEST SIDE (59-79),D4-ELEVATOR,36,1922,38277,1192329,31.15,297030,7.76,895299,6686000,174.67,1-01167-0007,"245 75 STREET
New York, NY
(40.631837789850174, -74.02925189767427)",UPPER WEST SIDE (59-79),D1-ELEVATOR,48,1924,24840,1015948,40.9,345742,13.92,670206,5062000,203.78,0.05,1-01167-0059,"252 76 STREET
New York, NY
(40.631034123530256, -74.02934851165695)",UPPER WEST SIDE (59-79),D9-ELEVATOR,61,1903,50600,1150728,22.74,345967,6.84,804761,5880000,116.21,0.05,1-01184-0089,306 WEST 75 STREET,UPPER WEST SIDE (59-79),D1-ELEVATOR,30,1920,"20,130","627,145",31.15,"156,190",7.76,"470,955","3,517,000",174.71,0.1
Manhattan,1-01167-0001,"320 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (59-79),D4-ELEVATOR,34,1924,77008,2099238,27.26,391201,5.08,1708037,12322000,160.01,1-01169-0008,"2181 BROADWAY
New York, NY
(40.782754692005426, -73.98079966018241)",UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,114767,3505905,30.55,1339684,11.67,2166221,16196000,141.12,0.1,1-01165-0056,"244 74 STREET
New York, NY
(40.6324823209603, -74.0289929226326)",UPPER WEST SIDE (59-79),D6-ELEVATOR,39,1922,40050,1045795,26.11,372662,9.3,673133,4873000,121.67,0.1,1-01163-0053,244 WEST 72 STREET,UPPER WEST SIDE (59-79),D6-ELEVATOR,92,1928,"87,150","2,375,709",27.26,"949,935",10.9,"1,425,774","10,285,000",118.01,0.21
Manhattan,1-01167-0064,"330 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (59-79),D4-ELEVATOR,22,1916,39466,1229366,31.15,306256,7.76,923110,6894000,174.68,1-01167-0007,"245 75 STREET
New York, NY
(40.631837789850174, -74.02925189767427)",UPPER WEST SIDE (59-79),D1-ELEVATOR,48,1924,24840,1015948,40.9,345742,13.92,670206,5062000,203.78,0,1-01186-0009,"325 77 STREET
New York, NY
(40.62987433868426, -74.0276585985175)",UPPER WEST SIDE (59-79),D3-ELEVATOR,48,1920,41931,1031169,24.59,337447,8.05,693722,5043000,120.27,0.14,1-01184-0089,306 WEST 75 STREET,UPPER WEST SIDE (59-79),D1-ELEVATOR,30,1920,"20,130","627,145",31.15,"156,190",7.76,"470,955","3,517,000",174.71,0.1
Manhattan,1-01182-0012,"345 70 STREET
New York, NY
(40.63437658633807, -74.02523130867667)",UPPER WEST SIDE (59-79),D4-ELEVATOR,36,1910,41106,1165355,28.35,228138,5.55,937217,6741000,163.99,1-01184-0089,"306 75 STREET
New York, NY
(40.631380556951015, -74.02756156538459)",UPPER WEST SIDE (59-79),D1-ELEVATOR,30,1920,20130,627145,31.15,156190,7.76,470955,3517000,174.71,0.21,1-01167-0059,"252 76 STREET
New York, NY
(40.631034123530256, -74.02934851165695)",UPPER WEST SIDE (59-79),D9-ELEVATOR,61,1903,50600,1150728,22.74,345967,6.84,804761,5880000,116.21,0.28,1-01143-0027,113 WEST 71 STREET,UPPER WEST SIDE (59-79),D3-ELEVATOR,38,1913,"36,364","1,030,791",28.35,"201,995",5.55,"828,796","5,961,000",163.93,0.32
Manhattan,1-01182-0020,"315 70 STREET
New York, NY
(40.63472523798633, -74.02600669183428)",UPPER WEST SIDE (59-79),D4-ELEVATOR,185,1963,243741,10351680,42.47,4004665,16.43,6347015,47884000,196.45,1-01228-0061,"424 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D8-ELEVATOR,235,1982,288631,13190917,45.7,3285337,11.38,9905580,74506000,258.14,0.52,1-01118-9001,"139 COLUMBUS AVENUE
New York, NY
(40.773575497623305, -73.98154823454594)",UPPER WEST SIDE (59-79),D8-ELEVATOR,325,1974,301000,13972420,46.42,4611320,15.32,9361100,70374000,233.8,0.54,1-01067-0012,435 WEST 57 STREET,CLINTON,D6-ELEVATOR,276,1962,"207,080","5,373,684",25.95,"2,010,964",9.71,"3,362,720","24,353,000",117.6,0.72
Manhattan,1-01183-0029,"243 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (59-79),D4-ELEVATOR,186,1925,105996,2889451,27.26,538460,5.08,2350991,16960000,160.01,1-01162-0046,"228 71 STREET
New York, NY
(40.63463633927483, -74.02861742797957)",UPPER WEST SIDE (59-79),D5-ELEVATOR,170,1917,106920,5128337,47.96,1655073,15.48,3473264,26081000,243.93,0.16,1-01163-0053,"244 72 STREET
New York, NY
(40.63384262289112, -74.02845499283967)",UPPER WEST SIDE (59-79),D6-ELEVATOR,92,1928,87150,2375709,27.26,949935,10.9,1425774,10285000,118.01,0.14,1-01163-0058,260 WEST 72 STREET,UPPER WEST SIDE (59-79),D7-ELEVATOR,53,1913,"74,176","1,916,313",25.83,"486,264",6.56,"1,430,049","10,359,000",139.65,0.14
Manhattan,1-01184-0083,"315 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (59-79),D4-ELEVATOR,25,1950,33880,1055362,31.15,262909,7.76,792453,5918000,174.68,1-01184-0089,"306 75 STREET
New York, NY
(40.631380556951015, -74.02756156538459)",UPPER WEST SIDE (59-79),D1-ELEVATOR,30,1920,20130,627145,31.15,156190,7.76,470955,3517000,174.71,0,1-01167-0007,"245 75 STREET
New York, NY
(40.631837789850174, -74.02925189767427)",UPPER WEST SIDE (59-79),D1-ELEVATOR,48,1924,24840,1015948,40.9,345742,13.92,670206,5062000,203.78,0.1,1-01186-0009,325 WEST 77 STREET,UPPER WEST SIDE (59-79),D3-ELEVATOR,48,1920,"41,931","1,031,169",24.59,"337,447",8.05,"693,722","5,043,000",120.27,0.15
Manhattan,1-01184-0087,"304 75 STREET
New York, NY
(40.63139260041623, -74.02761375373385)",UPPER WEST SIDE (59-79),D4-ELEVATOR,120,1930,77310,2107471,27.26,392735,5.08,1714736,12370000,160.01,1-01163-0053,"244 72 STREET
New York, NY
(40.63384262289112, -74.02845499283967)",UPPER WEST SIDE (59-79),D6-ELEVATOR,92,1928,87150,2375709,27.26,949935,10.9,1425774,10285000,118.01,0.21,1-01165-0056,"244 74 STREET
New York, NY
(40.6324823209603, -74.0289929226326)",UPPER WEST SIDE (59-79),D6-ELEVATOR,39,1922,40050,1045795,26.11,372662,9.3,673133,4873000,121.67,0.12,1-01169-0008,2181 BROADWAY,UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,"114,767","3,505,905",30.55,"1,339,684",11.67,"2,166,221","16,196,000",141.12,0.17
Manhattan,1-01185-0019,"325 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (59-79),D4-ELEVATOR,54,1916,160203,4807692,30.01,1118217,6.98,3689475,27637000,172.51,1-01168-0010,"2161 BROADWAY
New York, NY
(40.78208919370377, -73.9810694567912)",UPPER WEST SIDE (59-79),D6-ELEVATOR,83,1925,170801,5187226,30.37,1971044,11.54,3216182,24055000,140.84,0.1,1-01169-0008,"2181 BROADWAY
New York, NY
(40.782754692005426, -73.98079966018241)",UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,114767,3505905,30.55,1339684,11.67,2166221,16196000,141.12,0.13,1-01169-0029,360 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),D6-ELEVATOR,134,1929,"131,476","3,945,595",30.01,"1,539,584",11.71,"2,406,011","18,023,000",137.08,0.21
Manhattan,1-01185-0032,"320 76 STREET
New York, NY
(40.630580024263516, -74.02747827007973)",UPPER WEST SIDE (59-79),D4-ELEVATOR,75,1948,79050,2596793,32.85,946229,11.97,1650564,12275000,155.28,1-01185-0028,"302 76 STREET
New York, NY
(40.63069298407147, -74.02794579817372)",UPPER WEST SIDE (59-79),D9-ELEVATOR,22,1911,9681,317999,32.85,115855,11.97,202144,1503000,155.25,0,1-01184-0089,"306 75 STREET
New York, NY
(40.631380556951015, -74.02756156538459)",UPPER WEST SIDE (59-79),D1-ELEVATOR,30,1920,20130,627145,31.15,156190,7.76,470955,3517000,174.71,0.05,1-01184-0002,2 RIVERSIDE DRIVE,UPPER WEST SIDE (59-79),D1-ELEVATOR,24,1963,"12,656","417,697",33,"144,421",11.41,"273,276","2,032,000",160.56,0.15
Manhattan,1-01186-0001,"329 77 STREET
New York, NY
(40.62985005515701, -74.0275546479798)",UPPER WEST SIDE (59-79),D4-ELEVATOR,97,1930,209780,6167532,29.4,2229961,10.63,3937571,29530000,140.77,1-01167-0011,"2139 BROADWAY
New York, NY
(40.78149564116444, -73.98127630085793)",UPPER WEST SIDE (59-79),D6-ELEVATOR,224,1901,224803,9487411,42.2,2864467,12.74,6622944,49977000,222.31,0.14,1-01168-0010,"2161 BROADWAY
New York, NY
(40.78208919370377, -73.9810694567912)",UPPER WEST SIDE (59-79),D6-ELEVATOR,83,1925,170801,5187226,30.37,1971044,11.54,3216182,24055000,140.84,0.11,1-01244-0072,441 WEST END AVENUE,UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,"240,040","5,652,942",23.55,"2,542,024",10.59,"3,110,918","22,686,000",94.51,0.21
Manhattan,1-01186-0048,"54 RIVERSIDE DRIVE
New York, NY
(40.78430152589584, -73.9833537347456)",UPPER WEST SIDE (59-79),D4-ELEVATOR,81,1926,147001,4411500,30.01,1026067,6.98,3385433,25359000,172.51,1-01168-0010,"2161 BROADWAY
New York, NY
(40.78208919370377, -73.9810694567912)",UPPER WEST SIDE (59-79),D6-ELEVATOR,83,1925,170801,5187226,30.37,1971044,11.54,3216182,24055000,140.84,0.11,1-01169-0008,"2181 BROADWAY
New York, NY
(40.782754692005426, -73.98079966018241)",UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,114767,3505905,30.55,1339684,11.67,2166221,16196000,141.12,0.09,1-01169-0029,360 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),D6-ELEVATOR,134,1929,"131,476","3,945,595",30.01,"1,539,584",11.71,"2,406,011","18,023,000",137.08,0.18
Manhattan,1-01186-0051,"52 RIVERSIDE DRIVE
New York, NY
(40.78418461403203, -73.98347963982974)",UPPER WEST SIDE (59-79),D4-ELEVATOR,48,1926,62487,1908978,30.55,729223,11.67,1179755,8821000,141.17,1-01169-0008,"2181 BROADWAY
New York, NY
(40.782754692005426, -73.98079966018241)",UPPER WEST SIDE (59-79),D6-ELEVATOR,115,1924,114767,3505905,30.55,1339684,11.67,2166221,16196000,141.12,0.09,1-01165-0056,"244 74 STREET
New York, NY
(40.6324823209603, -74.0289929226326)",UPPER WEST SIDE (59-79),D6-ELEVATOR,39,1922,40050,1045795,26.11,372662,9.3,673133,4873000,121.67,0.23,1-01228-0013,2242 BROADWAY,UPPER WEST SIDE (79-96),D6-ELEVATOR,49,1905,"45,640","1,668,070",36.55,"530,568",11.63,"1,137,502","8,381,000",183.63,0.24
Manhattan,1-01186-0052,"60 RIVERSIDE DRIVE
New York, NY
(40.78456232928431, -73.98308393813682)",UPPER WEST SIDE (59-79),D4-ELEVATOR,152,1965,177041,5313000,30.01,1235746,6.98,4077254,30541000,172.51,1-01168-0010,"2161 BROADWAY
New York, NY
(40.78208919370377, -73.9810694567912)",UPPER WEST SIDE (59-79),D6-ELEVATOR,83,1925,170801,5187226,30.37,1971044,11.54,3216182,24055000,140.84,0.13,1-01228-0061,"424 END AVENUE
New York, NY
(40.756053999992105, -73.9869510002884)",UPPER WEST SIDE (79-96),D8-ELEVATOR,235,1982,288631,13190917,45.7,3285337,11.38,9905580,74506000,258.14,0.14,1-01169-0029,360 AMSTERDAM AVENUE,UPPER WEST SIDE (59-79),D6-ELEVATOR,134,1929,"131,476","3,945,595",30.01,"1,539,584",11.71,"2,406,011","18,023,000",137.08,0.18
Manhattan,1-01186-0084,"302 79 STREET
New York, NY
(40.62851713989754, -74.02893259446878)",UPPER WEST SIDE (59-79),D4-ELEVATOR,45,1905,41800,1256926,30.07,378708,9.06,878218,6577000,157.34,1-01186-0009,"325 77 STREET
New York, NY
(40.62987433868426, -74.0276585985175)",UPPER WEST SIDE (59-79),D3-ELEVATOR,48,1920,41931,1031169,24.59,337447,8.05,693722,5043000,120.27,0.05,1-01244-0022,"310 80 STREET
New York, NY
(40.62772979413293, -74.02894195319524)",UPPER WEST SIDE (79-96),D1-ELEVATOR,36,1910,22728,873120,38.42,146625,6.45,726495,5497000,241.86,0.06,1-01229-0006,265 WEST 81 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,36,1900,"41,137","1,236,899",30.07,"372,536",9.06,"864,363","6,474,000",157.38,0.18
Manhattan,1-01186-0095,"67 RIVERSIDE DRIVE
New York, NY
(40.78477816657136, -73.98285011440919)",UPPER WEST SIDE (59-79),D4-ELEVATOR,37,1907,64421,1464934,22.74,440640,6.84,1024294,7484000,116.17,1-01186-0009,"325 77 STREET
New York, NY
(40.62987433868426, -74.0276585985175)",UPPER WEST SIDE (59-79),D3-ELEVATOR,48,1920,41931,1031169,24.59,337447,8.05,693722,5043000,120.27,0.05,1-01167-0059,"252 76 STREET
New York, NY
(40.631034123530256, -74.02934851165695)",UPPER WEST SIDE (59-79),D9-ELEVATOR,61,1903,50600,1150728,22.74,345967,6.84,804761,5880000,116.21,0.18,1-01228-0001,420 WEST END AVENUE,UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1916,"85,942","1,778,999",20.7,"818,168",9.52,"960,831","7,058,000",82.13,0.14
Manhattan,1-01195-0001,"441 COLUMBUS AVENUE
New York, NY
(40.7834291835274, -73.97440548055408)",UPPER WEST SIDE (79-96),D4-ELEVATOR,130,1905,101145,3074808,30.4,1010439,9.99,2064369,15439000,152.64,1-01210-0001,"401 AMSTERDAM AVENUE
New York, NY
(40.783357237765074, -73.97817363985683)",UPPER WEST SIDE (79-96),D6-ELEVATOR,80,1927,106521,3238313,30.4,1064065,9.99,2174248,16261000,152.66,0.2,1-01129-0059,"52 77 STREET
New York, NY
(40.631611484358295, -74.035167641442)",UPPER WEST SIDE (59-79),D6-ELEVATOR,149,1903,113309,4874560,43.02,1589441,14.03,3285119,24756000,218.48,0.26,1-01150-0001,173 WEST 78 STREET,UPPER WEST SIDE (59-79),D6-ELEVATOR,90,1929,"96,992","2,481,622",25.59,"1,059,606",10.92,"1,422,016","10,307,000",106.27,0.23
Manhattan,1-01195-0010,"35 81 STREET
New York, NY
(40.628858904412276, -74.03682525414902)",UPPER WEST SIDE (79-96),D4-ELEVATOR,72,1914,69707,1913457,27.45,578568,8.3,1334889,9625000,138.08,1-01210-0012,"147 79 STREET
New York, NY
(40.62961215064928, -74.03332184204329)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2491263,32.7,820130,10.76,1671133,12431000,163.15,0.2,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.17,1-01199-0055,40 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1931,"92,065","2,250,982",24.45,"948,917",10.31,"1,302,065","9,469,000",102.85,0.2
Manhattan,1-01195-0018,"15 81 STREET
New York, NY
(40.62895021157396, -74.03721275283517)",UPPER WEST SIDE (79-96),D4-ELEVATOR,134,1930,325873,9023423,27.69,3079500,9.45,5943923,42830000,131.43,1-01198-0029,"241 CENTRAL PARK
New York, NY
(40.767341588357006, -73.9800882483645)",UPPER WEST SIDE (79-96),D3-ELEVATOR,140,1931,253749,7025796,27.69,2399121,9.45,4626675,33338000,131.38,0.15,1-01201-0034,"275 CENTRAL PARK
New York, NY
(40.767682390305716, -73.98090945787948)",UPPER WEST SIDE (79-96),D3-ELEVATOR,114,1931,248962,7848186,31.52,2818828,11.32,5029358,37530000,150.75,0.31,1-01200-0015,27 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,"126,045","3,320,026",26.34,"1,181,638",9.37,"2,138,388","15,472,000",122.75,0.26
Manhattan,1-01196-0009,"41 82 STREET
New York, NY
(40.62839728313714, -74.03830396879975)",UPPER WEST SIDE (79-96),D4-ELEVATOR,38,1916,59824,1423811,23.8,339202,5.67,1084609,7899000,132.04,1-01216-0140,"120 86 STREET
New York, NY
(40.624514611888436, -74.03560899325524)",UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1912,57799,1375337,23.8,327673,5.67,1047664,7630000,132.01,0.22,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.18,1-01216-0048,140 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,47,1925,"66,614","1,584,842",23.79,"621,654",9.33,"963,188","7,015,000",105.31,0.22
Manhattan,1-01196-0013,"35 82 STREET
New York, NY
(40.62845561316397, -74.03854996934764)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1912,33102,908650,27.45,274747,8.3,633903,4571000,138.09,1-01200-0043,"20 87 STREET
New York, NY
(40.62471828367197, -74.03987320465122)",UPPER WEST SIDE (79-96),D1-ELEVATOR,16,1910,17046,497150,29.17,114076,6.69,383074,2874000,168.6,0.21,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0.2,1-01212-0053,150 WEST 82 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,"49,977","1,371,767",27.45,"414,569",8.3,"957,198","6,902,000",138.1,0.18
Manhattan,1-01196-0035,"227 CENTRAL PARK
New York, NY
(40.76720125814756, -73.97975010328148)",UPPER WEST SIDE (79-96),D4-ELEVATOR,22,1900,28206,822769,29.17,188698,6.69,634071,4758000,168.69,1-01200-0043,"20 87 STREET
New York, NY
(40.62471828367197, -74.03987320465122)",UPPER WEST SIDE (79-96),D1-ELEVATOR,16,1910,17046,497150,29.17,114076,6.69,383074,2874000,168.6,0.21,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.18,1-01129-0047,22 WEST 77 STREET,UPPER WEST SIDE (59-79),D1-ELEVATOR,42,1921,"26,910","889,231",33.04,"189,083",7.03,"700,148","5,205,000",193.42,0.31
Manhattan,1-01197-0001,"481 COLUMBUS AVENUE
New York, NY
(40.7846072953858, -73.97354213140596)",UPPER WEST SIDE (79-96),C6-WALK-UP,13,1900,10910,522480,47.89,138993,12.74,383487,2880000,263.98,1-01196-0062,"473 COLUMBUS AVENUE
New York, NY
(40.78436447843791, -73.97372199581184)",UPPER WEST SIDE (79-96),C7-WALK-UP,18,1900,10065,482011,47.89,128217,12.74,353794,2657000,263.98,0.05,1-01198-0003,"505 COLUMBUS AVENUE
New York, NY
(40.785380712331005, -73.9729845517478)",UPPER WEST SIDE (79-96),C7-WALK-UP,28,1900,20727,1061666,51.22,203546,9.82,858120,6424000,309.93,0.05,1-01198-0001,501 COLUMBUS AVENUE,UPPER WEST SIDE (79-96),C7-WALK-UP,35,1890,"22,120","993,087",44.9,"340,364",15.39,"652,723","4,912,000",222.06,0.05
Manhattan,1-01197-0036,"239 CENTRAL PARK
New York, NY
(40.76732154118041, -73.98003994191485)",UPPER WEST SIDE (79-96),D4-ELEVATOR,92,1926,203217,6405400,31.52,2300416,11.32,4104984,30632000,150.74,1-01198-0029,"241 CENTRAL PARK
New York, NY
(40.767341588357006, -73.9800882483645)",UPPER WEST SIDE (79-96),D3-ELEVATOR,140,1931,253749,7025796,27.69,2399121,9.45,4626675,33338000,131.38,0.05,1-01201-0034,"275 CENTRAL PARK
New York, NY
(40.767682390305716, -73.98090945787948)",UPPER WEST SIDE (79-96),D3-ELEVATOR,114,1931,248962,7848186,31.52,2818828,11.32,5029358,37530000,150.75,0.21,1-01195-0014,25 WEST 81 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,64,1927,"109,896","3,586,463",32.64,"1,186,842",10.8,"2,399,621","17,852,000",162.44,0.1
Manhattan,1-01197-0050,"36 84 STREET
New York, NY
(40.78437081522313, -73.97130318609213)",UPPER WEST SIDE (79-96),D4-ELEVATOR,27,1924,42814,1175244,27.45,355356,8.3,819888,5912000,138.09,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.2,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0.23,1-01201-0058,66 WEST 88 STREET,UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1941,"48,555","1,369,396",28.2,"476,646",9.82,"892,750","6,424,000",132.3,0.21
Manhattan,1-01197-0052,"40 84 STREET
New York, NY
(40.78442365039235, -73.97142999049825)",UPPER WEST SIDE (79-96),D4-ELEVATOR,28,1917,36265,882690,24.34,283230,7.81,599460,4360000,120.23,1-01212-0053,"150 82 STREET
New York, NY
(40.62738343847647, -74.03426391635956)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1371767,27.45,414569,8.3,957198,6902000,138.1,0.2,1-01211-0052,"158 81 STREET
New York, NY
(40.628097061934575, -74.03390810401083)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,906871,24.34,290974,7.81,615897,4480000,120.27,0.23,1-01216-0140,120 WEST 86 STREET,UPPER WEST SIDE (79-96),D9-ELEVATOR,48,1912,"57,799","1,375,337",23.8,"327,673",5.67,"1,047,664","7,630,000",132.01,0.19
Manhattan,1-01199-0029,"251 CENTRAL PARK
New York, NY
(40.76744182421325, -73.98032978054822)",UPPER WEST SIDE (79-96),D4-ELEVATOR,68,1925,128194,3622762,28.26,1711390,13.35,1911372,13751000,107.27,1-01200-0015,"27 86 STREET
New York, NY
(40.62547861007822, -74.03943426671499)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,3320026,26.34,1181638,9.37,2138388,15472000,122.75,0.06,1-01199-0045,"20 86 STREET
New York, NY
(40.62551619316298, -74.03982637533478)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1929,103112,2916742,28.29,1122030,10.88,1794712,12911000,125.21,0,1-01200-0025,5 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,85,1937,"116,021","3,279,043",28.26,"1,549,365",13.35,"1,729,678","12,444,000",107.26,0.06
Manhattan,1-01199-0040,"10 86 STREET
New York, NY
(40.62562852097784, -74.04028890163127)",UPPER WEST SIDE (79-96),D4-ELEVATOR,30,1925,66227,1975551,29.83,925853,13.98,1049698,7866000,118.77,1-01200-0005,"51 86 STREET
New York, NY
(40.62522216322383, -74.03835791014914)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,2092644,29.83,980376,13.98,1112268,8335000,118.83,0.06,1-01199-0001,"519 COLUMBUS AVENUE
New York, NY
(40.78601923097182, -73.97251690429255)",UPPER WEST SIDE (79-96),D7-ELEVATOR,38,1907,47765,1940214,40.62,659635,13.81,1280579,9674000,202.53,0,1-01199-0045,20 WEST 86 STREET,UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1929,"103,112","2,916,742",28.29,"1,122,030",10.88,"1,794,712","12,911,000",125.21,0
